ID,Vendor ID,Is Preferred,Has Master,Consulting Only,Doc Type,Analyst J,User ID,OrgID,Change Order, Scaled C Total , Scaled Amount ,Submitted Date,System Entered Date,Contract Execute Date,Prelim Days,System Days,Total Days,NumPending,New system
164,92,FALSE,FALSE,FALSE,Consulting,FALSE,115,20,FALSE,0.089289595,0.109035443,2/8/2017,2/8/2017,3/27/2017,1,34,34,8,FALSE
165,61,FALSE,TRUE,FALSE,Consulting,FALSE,73,16,TRUE,0.185329824,0.133872523,12/28/2015,12/28/2015,2/11/2016,1,34,34,16,FALSE
166,86,TRUE,TRUE,TRUE,Consulting,FALSE,123,1,FALSE,0.088435977,0.115046892,3/3/2016,3/3/2016,4/19/2016,1,34,34,18,FALSE
167,20,TRUE,TRUE,FALSE,Professional Services,TRUE,40,4,FALSE,0.117807534,0.143561018,5/26/2016,5/26/2016,7/12/2016,1,34,34,7,FALSE
168,20,TRUE,TRUE,FALSE,Managed Team,TRUE,70,13,FALSE,0.215870645,0.238761413,6/8/2016,6/8/2016,7/25/2016,1,34,34,10,FALSE
169,25,FALSE,TRUE,FALSE,Professional Services,TRUE,97,4,FALSE,0.082353777,0.109142248,9/30/2016,9/30/2016,11/16/2016,1,34,34,14,FALSE
170,61,FALSE,TRUE,FALSE,Consulting,FALSE,121,20,TRUE,0.185329824,0.106820405,10/24/2016,10/24/2016,12/8/2016,1,34,34,21,FALSE
171,145,FALSE,TRUE,FALSE,Professional Services,TRUE,76,1,TRUE,0.143502403,0.106820405,8/21/2017,9/14/2017,10/4/2017,19,15,33,27,TRUE
172,86,TRUE,TRUE,TRUE,Consulting,TRUE,22,4,TRUE,0.138515311,0.106820405,10/20/2017,11/10/2017,12/5/2017,16,18,33,33,TRUE
173,36,FALSE,TRUE,TRUE,Professional Services,FALSE,104,19,FALSE,0.350962336,0.326798386,4/7/2015,4/9/2015,5/21/2015,3,31,33,20,FALSE
174,36,FALSE,TRUE,TRUE,Consulting,FALSE,25,11,FALSE,0.097125223,0.123482477,11/16/2015,11/18/2015,12/30/2015,3,31,33,17,FALSE
175,20,TRUE,TRUE,FALSE,Professional Services,FALSE,103,1,FALSE,0.136613732,0.161818214,10/19/2014,10/21/2014,12/3/2014,2,32,33,0,FALSE
176,61,FALSE,TRUE,FALSE,Consulting,FALSE,73,16,TRUE,0.185329824,0.133872523,12/28/2015,12/28/2015,2/10/2016,1,33,33,16,FALSE
177,20,TRUE,TRUE,FALSE,Managed Team,TRUE,117,13,FALSE,0.221691737,0.178465509,3/21/2016,3/21/2016,5/4/2016,1,33,33,18,FALSE
178,20,TRUE,TRUE,FALSE,Professional Services,TRUE,117,13,TRUE,0.3006461,0.183469886,7/19/2016,7/19/2016,9/1/2016,1,33,33,12,FALSE
179,29,TRUE,TRUE,TRUE,Consulting,FALSE,54,16,FALSE,0.093985997,0.120434893,8/6/2018,8/11/2018,9/18/2018,5,27,32,6,TRUE
180,20,TRUE,TRUE,FALSE,Managed Team,TRUE,40,4,TRUE,0.245390188,0.152955774,4/16/2018,4/21/2018,5/29/2018,5,27,32,4,TRUE
181,45,FALSE,TRUE,FALSE,Professional Services,FALSE,24,12,FALSE,0.101577266,0.127804553,4/11/2018,4/16/2018,5/24/2018,4,29,32,5,TRUE
182,98,FALSE,FALSE,FALSE,Software,FALSE,88,19,TRUE,0.094927082,0.110800707,9/15/2015,9/17/2015,10/28/2015,3,30,32,22,FALSE
183,36,FALSE,TRUE,TRUE,Consulting,FALSE,26,9,TRUE,0.116191273,0.111476296,5/16/2015,5/18/2015,6/30/2015,1,32,32,24,FALSE
184,36,FALSE,TRUE,TRUE,Consulting,FALSE,70,4,FALSE,0.120784356,0.146450938,10/30/2015,10/30/2015,12/14/2015,1,32,32,19,FALSE
185,61,FALSE,TRUE,FALSE,Professional Services,FALSE,30,15,FALSE,0.103473512,0.114653638,11/16/2015,11/16/2015,12/29/2015,1,32,32,17,FALSE
186,9,FALSE,FALSE,FALSE,Professional Services,FALSE,30,1,TRUE,0.115386035,0.124875052,12/9/2015,12/9/2015,1/21/2016,1,32,32,15,FALSE
187,5,FALSE,FALSE,FALSE,Professional Services,FALSE,23,3,FALSE,0.145958298,0.170889987,3/10/2016,3/10/2016,4/22/2016,1,32,32,16,FALSE
188,120,FALSE,FALSE,FALSE,Professional Services,TRUE,28,4,FALSE,0.087779431,0.114409513,8/22/2017,9/7/2017,10/3/2017,13,19,31,27,TRUE
189,20,TRUE,TRUE,FALSE,Managed Team,TRUE,110,15,TRUE,0.374027823,0.168136633,10/5/2017,10/18/2017,11/16/2017,10,22,31,26,TRUE
190,20,TRUE,TRUE,FALSE,Professional Services,TRUE,73,13,FALSE,0.171218367,0.19541265,3/28/2017,4/2/2017,5/9/2017,4,27,31,17,TRUE
191,86,TRUE,TRUE,TRUE,Consulting,FALSE,43,4,FALSE,0.186115245,0.20987465,2/20/2018,2/25/2018,4/3/2018,4,27,31,11,TRUE
192,132,TRUE,TRUE,FALSE,Professional Services,TRUE,43,4,FALSE,0.092426087,0.112870463,3/21/2018,3/26/2018,5/2/2018,4,28,31,10,TRUE
193,20,TRUE,TRUE,FALSE,Managed Team,FALSE,97,13,FALSE,0.117341511,0.143108599,12/12/2015,12/12/2015,1/25/2016,0,31,31,18,FALSE
194,20,TRUE,TRUE,FALSE,Managed Team,FALSE,105,13,TRUE,0.393741415,0.252864262,7/18/2015,7/20/2015,8/31/2015,1,31,31,12,FALSE
195,20,TRUE,TRUE,FALSE,Managed Team,FALSE,110,29,FALSE,0.127313114,0.152789105,9/29/2015,9/29/2015,11/10/2015,1,31,31,15,FALSE
196,145,FALSE,TRUE,FALSE,Professional Services,FALSE,35,19,FALSE,0.144687301,0.169656094,3/21/2016,3/21/2016,5/2/2016,1,31,31,18,FALSE
197,20,TRUE,TRUE,FALSE,Professional Services,TRUE,27,13,TRUE,0.112674729,0.106820405,5/18/2016,5/18/2016,6/29/2016,1,31,31,9,FALSE
198,86,TRUE,TRUE,TRUE,Consulting,FALSE,84,3,FALSE,0.098558307,0.124873725,9/23/2016,9/23/2016,11/4/2016,1,31,31,12,FALSE
199,20,TRUE,TRUE,FALSE,Managed Team,TRUE,105,13,TRUE,0.667317373,0.292817927,12/6/2016,12/6/2016,1/17/2017,1,31,31,20,FALSE
200,86,TRUE,TRUE,TRUE,Consulting,FALSE,111,4,FALSE,0.119625972,0.14532637,10/4/2017,10/19/2017,11/14/2017,12,19,30,24,TRUE
201,29,TRUE,TRUE,TRUE,Consulting,TRUE,73,13,FALSE,0.09873447,0.125044745,8/8/2017,8/22/2017,9/18/2017,11,20,30,26,TRUE
202,145,FALSE,TRUE,FALSE,Professional Services,TRUE,73,13,FALSE,0.089132428,0.115723012,3/28/2017,4/7/2017,5/8/2017,9,22,30,16,TRUE
203,86,TRUE,TRUE,TRUE,Professional Services,FALSE,40,4,FALSE,0.112625374,0.138530138,2/17/2015,2/19/2015,3/30/2015,3,28,30,13,FALSE
204,29,TRUE,TRUE,TRUE,Consulting,FALSE,115,20,FALSE,0.103928201,0.130086858,2/28/2017,2/28/2017,4/10/2017,1,30,30,13,FALSE
205,86,TRUE,TRUE,TRUE,Consulting,TRUE,117,1,FALSE,0.101731153,0.127953947,5/26/2016,5/26/2016,7/6/2016,1,30,30,7,FALSE
206,20,TRUE,TRUE,FALSE,Professional Services,TRUE,117,13,FALSE,0.18332158,0.207162539,7/21/2016,7/21/2016,8/31/2016,1,30,30,12,FALSE
207,27,FALSE,TRUE,FALSE,Professional Services,FALSE,38,3,TRUE,0.096019046,0.098294202,12/1/2017,1/4/2018,1/10/2018,25,5,29,17,TRUE
208,70,FALSE,FALSE,FALSE,Legal,FALSE,65,12,FALSE,0.079962116,0.106820405,8/17/2017,9/19/2017,9/26/2017,24,6,29,25,TRUE
209,86,TRUE,TRUE,TRUE,Consulting,TRUE,27,4,TRUE,0.398800343,0.317105822,3/28/2017,4/11/2017,5/5/2017,11,19,29,14,TRUE
210,20,TRUE,TRUE,FALSE,Professional Services,TRUE,73,13,FALSE,0.108047051,0.134085469,6/12/2017,6/22/2017,7/20/2017,9,21,29,16,TRUE
211,29,TRUE,TRUE,TRUE,Consulting,FALSE,57,12,TRUE,0.107100227,0.106820405,4/16/2018,4/21/2018,5/24/2018,5,24,29,5,TRUE
212,61,FALSE,TRUE,FALSE,Professional Services,TRUE,110,19,TRUE,0.163422344,0.166429396,11/16/2017,11/21/2017,12/26/2017,4,26,29,17,TRUE
213,20,TRUE,TRUE,FALSE,Professional Services,TRUE,40,15,TRUE,0.197867509,0.112022818,2/2/2018,2/7/2018,3/14/2018,4,26,29,14,TRUE
214,20,TRUE,TRUE,FALSE,Managed Team,FALSE,96,15,FALSE,0.079962116,0.106820405,2/17/2015,2/19/2015,3/27/2015,3,27,29,13,FALSE
215,1,FALSE,TRUE,FALSE,Professional Services,FALSE,37,4,FALSE,0.141188505,0.166259438,3/22/2015,3/24/2015,4/30/2015,2,28,29,18,FALSE
216,61,FALSE,TRUE,FALSE,Consulting,FALSE,41,11,FALSE,0.091751639,0.118265762,9/6/2015,9/8/2015,10/15/2015,2,28,29,15,FALSE
217,92,FALSE,FALSE,FALSE,Consulting,FALSE,115,20,FALSE,0.089289595,0.109035443,2/8/2017,2/8/2017,3/20/2017,1,29,29,8,FALSE
218,92,FALSE,FALSE,FALSE,Consulting,FALSE,115,20,FALSE,0.089289595,0.109188685,2/8/2017,2/8/2017,3/20/2017,1,29,29,8,FALSE
219,73,FALSE,TRUE,FALSE,Consulting,FALSE,79,12,FALSE,0.091922609,0.11843174,8/1/2016,8/1/2016,9/8/2016,1,29,29,15,FALSE
220,73,FALSE,TRUE,FALSE,Consulting,FALSE,99,4,FALSE,0.188538613,0.212227273,8/1/2016,8/1/2016,9/8/2016,1,29,29,15,FALSE
221,73,FALSE,TRUE,FALSE,Consulting,FALSE,107,18,FALSE,0.091877509,0.118387957,8/1/2016,8/1/2016,9/8/2016,1,29,29,15,FALSE
222,86,TRUE,TRUE,TRUE,Consulting,TRUE,117,13,FALSE,0.111302034,0.13724543,10/27/2016,10/27/2016,12/6/2016,1,29,29,23,FALSE
223,36,FALSE,TRUE,TRUE,Consulting,FALSE,29,9,FALSE,0.149661956,0.174485526,11/8/2016,11/8/2016,12/16/2016,1,29,29,31,FALSE
224,36,FALSE,TRUE,TRUE,Consulting,FALSE,32,9,TRUE,0.630044868,0.153257253,11/8/2016,11/8/2016,12/16/2016,1,29,29,31,FALSE
225,132,TRUE,TRUE,FALSE,Professional Services,TRUE,53,4,TRUE,0.161975594,0.146543812,2/2/2017,2/2/2017,3/14/2017,1,29,29,8,FALSE
226,99,FALSE,TRUE,TRUE,Consulting,FALSE,23,9,TRUE,0.093257566,0.119727726,6/15/2015,6/17/2015,7/22/2015,3,26,28,16,FALSE
227,36,FALSE,TRUE,TRUE,Consulting,FALSE,104,19,TRUE,0.350962336,0.106820405,9/1/2015,9/3/2015,10/8/2015,3,26,28,17,FALSE
228,36,FALSE,TRUE,TRUE,Consulting,FALSE,23,9,FALSE,0.08242211,0.109208586,10/28/2015,10/30/2015,12/4/2015,3,26,28,16,FALSE
229,36,FALSE,TRUE,TRUE,Consulting,FALSE,117,13,TRUE,0.131075332,0.126589235,4/19/2015,4/21/2015,5/27/2015,2,27,28,22,FALSE
230,56,FALSE,FALSE,FALSE,Professional Services,FALSE,63,12,TRUE,0.093492085,0.106820405,10/28/2016,10/28/2016,12/6/2016,1,28,28,24,FALSE
231,132,TRUE,TRUE,FALSE,Professional Services,FALSE,117,13,FALSE,0.110449646,0.136417925,2/8/2016,2/8/2016,3/16/2016,1,28,28,17,FALSE
232,20,TRUE,TRUE,FALSE,Professional Services,TRUE,117,13,FALSE,0.118582483,0.144313344,3/18/2016,3/18/2016,4/26/2016,1,28,28,18,FALSE
233,132,TRUE,TRUE,FALSE,Professional Services,FALSE,86,4,TRUE,0.264871691,0.185805503,5/31/2016,5/31/2016,7/7/2016,1,28,28,8,FALSE
234,20,TRUE,TRUE,FALSE,Professional Services,TRUE,117,13,FALSE,0.115224207,0.141053104,11/28/2016,11/28/2016,1/4/2017,1,28,28,22,FALSE
235,18,FALSE,TRUE,TRUE,Consulting,TRUE,90,4,TRUE,0.137127465,0.127580064,8/1/2016,8/22/2016,9/6/2016,16,12,27,15,FALSE
236,20,TRUE,TRUE,FALSE,Professional Services,TRUE,117,4,FALSE,0.091126604,0.117658973,6/16/2016,6/16/2016,7/22/2016,1,27,27,14,FALSE
237,86,TRUE,TRUE,TRUE,Consulting,FALSE,101,4,TRUE,0.21306995,0.207918995,6/29/2016,6/29/2016,8/4/2016,1,27,27,18,FALSE
238,20,TRUE,TRUE,FALSE,Professional Services,TRUE,95,13,TRUE,0.3006461,0.106820405,8/16/2016,8/16/2016,9/21/2016,1,27,27,19,FALSE
239,132,TRUE,TRUE,FALSE,Professional Services,FALSE,38,3,FALSE,0.094754882,0.121181332,10/10/2016,10/10/2016,11/15/2016,1,27,27,22,FALSE
240,20,TRUE,TRUE,FALSE,Managed Team,TRUE,27,13,FALSE,0.107413373,0.133470289,11/28/2016,11/28/2016,1/3/2017,1,27,27,22,FALSE
241,44,FALSE,FALSE,FALSE,Consulting,TRUE,38,3,TRUE,0.135973571,0.094718281,12/5/2017,1/4/2018,1/9/2018,23,4,26,15,TRUE
242,20,TRUE,TRUE,FALSE,Managed Team,TRUE,73,15,TRUE,0.31086779,0.176867057,3/28/2017,4/2/2017,5/2/2017,4,22,26,18,TRUE
243,20,TRUE,TRUE,FALSE,Managed Team,TRUE,40,15,TRUE,0.192508657,0.165123469,11/30/2017,12/5/2017,1/4/2018,4,23,26,18,TRUE
244,54,FALSE,TRUE,FALSE,Software,FALSE,92,4,TRUE,0.106038056,0.101088772,2/10/2015,2/12/2015,3/17/2015,3,24,26,13,FALSE
245,36,FALSE,TRUE,TRUE,Consulting,FALSE,42,9,FALSE,0.094722082,0.12114949,4/27/2015,4/29/2015,6/1/2015,3,24,26,24,FALSE
246,36,FALSE,TRUE,TRUE,Consulting,FALSE,42,9,FALSE,0.099095405,0.125395144,4/27/2015,4/29/2015,6/1/2015,3,24,26,24,FALSE
247,36,FALSE,TRUE,TRUE,Consulting,FALSE,42,9,FALSE,0.095132081,0.12154752,4/27/2015,4/29/2015,6/1/2015,3,24,26,24,FALSE
248,36,FALSE,TRUE,TRUE,Consulting,FALSE,42,9,FALSE,0.105928723,0.13202898,4/27/2015,4/29/2015,6/1/2015,3,24,26,24,FALSE
249,61,FALSE,TRUE,FALSE,Professional Services,FALSE,19,15,FALSE,0.103473512,0.12181221,7/29/2015,7/31/2015,9/2/2015,3,24,26,13,FALSE
250,20,TRUE,TRUE,FALSE,Managed Team,FALSE,30,13,TRUE,0.124475331,0.106820405,11/16/2015,11/18/2015,12/21/2015,3,24,26,17,FALSE
251,20,TRUE,TRUE,FALSE,Managed Team,FALSE,104,9,FALSE,0.130123713,0.155517655,3/29/2015,3/31/2015,5/4/2015,2,25,26,17,FALSE
252,36,FALSE,TRUE,TRUE,Consulting,FALSE,114,4,FALSE,0.084950438,0.111663105,4/12/2015,4/14/2015,5/18/2015,2,25,26,19,FALSE
253,20,TRUE,TRUE,FALSE,Managed Team,TRUE,40,13,TRUE,0.168901099,0.166513145,2/24/2017,2/27/2017,3/31/2017,2,25,26,11,FALSE
254,36,FALSE,TRUE,TRUE,Consulting,FALSE,48,11,FALSE,0.350962336,0.149931446,1/13/2016,1/13/2016,2/17/2016,1,26,26,16,FALSE
255,61,FALSE,TRUE,FALSE,Professional Services,FALSE,87,19,FALSE,0.104384393,0.122370115,2/2/2016,2/2/2016,3/8/2016,1,26,26,17,FALSE
256,20,TRUE,TRUE,FALSE,Professional Services,TRUE,97,13,TRUE,0.137684205,0.126569243,6/20/2016,6/20/2016,7/25/2016,1,26,26,14,FALSE
257,20,TRUE,TRUE,FALSE,Professional Services,TRUE,110,15,TRUE,0.166561822,0.119264148,6/29/2016,6/29/2016,8/3/2016,1,26,26,18,FALSE
258,36,FALSE,TRUE,TRUE,Professional Services,FALSE,56,4,FALSE,0.132578662,0.157900938,7/7/2016,7/7/2016,8/11/2016,1,26,26,13,FALSE
259,20,TRUE,TRUE,FALSE,Professional Services,TRUE,110,15,TRUE,0.238714806,0.176867057,10/24/2016,10/24/2016,11/28/2016,1,26,26,21,FALSE
260,145,FALSE,TRUE,FALSE,Professional Services,FALSE,35,12,TRUE,0.278564347,0.236789234,10/26/2016,10/26/2016,11/30/2016,1,26,26,22,FALSE
261,40,FALSE,TRUE,FALSE,Professional Services,FALSE,1,10,TRUE,0.114128704,0.106820405,12/5/2016,12/5/2016,1/9/2017,1,26,26,24,FALSE
262,36,FALSE,TRUE,TRUE,Consulting,TRUE,95,4,TRUE,0.12027869,0.106820405,7/20/2017,8/14/2017,8/23/2017,18,8,25,17,TRUE
263,86,TRUE,TRUE,TRUE,Consulting,TRUE,18,13,FALSE,0.10851486,0.134539621,9/15/2017,10/3/2017,10/19/2017,13,13,25,20,TRUE
264,20,TRUE,TRUE,FALSE,Managed Team,TRUE,73,15,FALSE,0.132452396,0.135396341,5/26/2017,6/8/2017,6/29/2017,10,16,25,14,TRUE
265,88,FALSE,FALSE,FALSE,Software,TRUE,36,4,TRUE,0.104107644,0.106820405,2/12/2018,2/17/2018,3/16/2018,5,20,25,13,TRUE
266,36,FALSE,TRUE,TRUE,Consulting,TRUE,73,13,FALSE,0.100813438,0.127063023,10/12/2017,10/19/2017,11/15/2017,6,20,25,24,TRUE
267,22,FALSE,TRUE,FALSE,Professional Services,FALSE,79,12,FALSE,0.09149744,0.118018983,2/22/2018,2/27/2018,3/28/2018,4,22,25,12,TRUE
268,61,FALSE,TRUE,FALSE,Consulting,FALSE,73,16,FALSE,0.10010332,0.126373635,10/21/2015,10/21/2015,11/24/2015,1,25,25,16,FALSE
269,115,FALSE,FALSE,FALSE,Consulting,FALSE,85,4,FALSE,0.14761196,0.172495376,10/30/2015,10/30/2015,12/3/2015,1,25,25,19,FALSE
270,145,FALSE,TRUE,FALSE,Professional Services,FALSE,35,12,TRUE,0.091297223,0.107820788,10/30/2015,10/30/2015,12/3/2015,1,25,25,19,FALSE
271,86,TRUE,TRUE,TRUE,Professional Services,FALSE,70,4,TRUE,0.145288633,0.138530138,12/23/2015,12/23/2015,1/26/2016,1,25,25,16,FALSE
272,9,FALSE,FALSE,FALSE,Professional Services,FALSE,96,13,FALSE,0.104857259,0.130988794,1/25/2016,1/25/2016,2/26/2016,1,25,25,16,FALSE
273,20,TRUE,TRUE,FALSE,Professional Services,FALSE,110,9,TRUE,0.411762452,0.113074891,2/16/2016,2/16/2016,3/21/2016,1,25,25,18,FALSE
274,20,TRUE,TRUE,FALSE,Professional Services,TRUE,117,4,FALSE,0.135721988,0.160952502,6/21/2016,6/21/2016,7/25/2016,1,25,25,17,FALSE
275,132,TRUE,TRUE,FALSE,Professional Services,TRUE,86,4,TRUE,0.375817436,0.106820405,8/10/2016,8/10/2016,9/13/2016,1,25,25,18,FALSE
276,72,FALSE,FALSE,FALSE,Professional Services,FALSE,67,12,FALSE,0.120552023,0.146225387,10/7/2016,10/7/2016,11/10/2016,1,25,25,19,FALSE
277,86,TRUE,TRUE,TRUE,Consulting,FALSE,14,3,FALSE,0.111382763,0.137323802,10/18/2016,10/18/2016,11/21/2016,1,25,25,22,FALSE
278,20,TRUE,TRUE,FALSE,Managed Team,TRUE,97,13,TRUE,0.152019541,0.120737255,12/9/2016,12/9/2016,1/12/2017,1,25,25,22,FALSE
279,36,FALSE,TRUE,TRUE,Consulting,TRUE,101,20,TRUE,0.304220667,0.106820405,7/26/2017,8/3/2017,8/28/2017,7,18,24,21,TRUE
280,61,FALSE,TRUE,FALSE,Professional Services,TRUE,110,19,TRUE,0.163422344,0.106820405,5/14/2018,5/19/2018,6/14/2018,5,19,24,7,TRUE
281,36,FALSE,TRUE,TRUE,Consulting,TRUE,70,4,TRUE,0.328011546,0.106820405,7/28/2017,8/3/2017,8/30/2017,5,20,24,23,TRUE
282,86,TRUE,TRUE,TRUE,Consulting,TRUE,107,18,FALSE,0.10129382,0.127529382,10/3/2017,10/9/2017,11/3/2017,5,20,24,24,TRUE
283,36,FALSE,TRUE,TRUE,Consulting,TRUE,52,20,TRUE,0.382404754,0.106820405,4/18/2018,4/23/2018,5/21/2018,4,21,24,6,TRUE
284,61,FALSE,TRUE,FALSE,Professional Services,FALSE,82,19,FALSE,0.090367892,0.11692241,2/2/2015,2/4/2015,3/5/2015,3,22,24,10,FALSE
285,86,TRUE,TRUE,TRUE,Professional Services,FALSE,59,4,FALSE,0.134628657,0.159891088,2/3/2015,2/5/2015,3/6/2015,3,22,24,11,FALSE
286,2,FALSE,FALSE,FALSE,Software,FALSE,83,4,FALSE,0.160424431,0.184933817,9/8/2015,9/10/2015,10/9/2015,3,22,24,19,FALSE
287,20,TRUE,TRUE,FALSE,Managed Team,FALSE,42,9,FALSE,0.281076861,0.116538199,11/4/2015,11/6/2015,12/7/2015,3,22,24,28,FALSE
288,36,FALSE,TRUE,TRUE,Consulting,FALSE,4,4,TRUE,0.448692035,0.106820405,2/1/2015,2/3/2015,3/5/2015,2,23,24,9,FALSE
289,78,FALSE,TRUE,FALSE,Consulting,FALSE,61,4,TRUE,0.117985429,0.106820405,10/27/2016,10/27/2016,11/29/2016,1,24,24,23,FALSE
290,61,FALSE,TRUE,FALSE,Consulting,FALSE,25,16,FALSE,0.09994957,0.126224374,8/1/2015,8/3/2015,9/3/2015,1,24,24,14,FALSE
291,132,TRUE,TRUE,FALSE,Professional Services,FALSE,53,4,FALSE,0.121057688,0.146716291,6/20/2016,6/20/2016,7/21/2016,1,24,24,14,FALSE
292,20,TRUE,TRUE,FALSE,Professional Services,TRUE,30,19,TRUE,0.380769914,0.248762144,8/15/2016,8/15/2016,9/15/2016,1,24,24,18,FALSE
293,20,TRUE,TRUE,FALSE,Professional Services,TRUE,70,4,FALSE,0.095268365,0.121679825,9/15/2016,9/15/2016,10/18/2016,1,24,24,12,FALSE
294,132,TRUE,TRUE,FALSE,Professional Services,FALSE,86,4,FALSE,0.206086081,0.229262485,2/7/2017,2/7/2017,3/10/2017,1,24,24,7,FALSE
295,36,FALSE,TRUE,TRUE,Consulting,FALSE,55,12,FALSE,0.079962116,0.106820405,7/31/2017,8/9/2017,8/30/2017,8,16,23,24,TRUE
296,86,TRUE,TRUE,TRUE,Consulting,FALSE,49,15,FALSE,0.10703162,0.133099681,9/26/2017,10/3/2017,10/26/2017,6,18,23,21,TRUE
297,58,FALSE,FALSE,FALSE,Professional Services,TRUE,16,4,TRUE,0.086624601,0.106820405,10/20/2016,10/20/2016,11/21/2016,1,23,23,20,FALSE
298,18,FALSE,TRUE,TRUE,Consulting,FALSE,90,3,TRUE,0.115743554,0.121138345,6/6/2016,6/6/2016,7/6/2016,1,23,23,10,FALSE
299,9,FALSE,FALSE,FALSE,Professional Services,FALSE,117,4,FALSE,0.091305423,0.117832572,7/28/2016,7/28/2016,8/29/2016,1,23,23,13,FALSE
300,27,FALSE,TRUE,FALSE,Professional Services,FALSE,47,3,FALSE,0.093775668,0.120230704,9/20/2016,9/20/2016,10/20/2016,1,23,23,11,FALSE
301,27,FALSE,TRUE,FALSE,Professional Services,FALSE,47,3,FALSE,0.085322854,0.112024649,9/20/2016,9/20/2016,10/20/2016,1,23,23,11,FALSE
302,23,FALSE,FALSE,FALSE,Professional Services,FALSE,66,4,FALSE,0.09278552,0.119269461,10/28/2016,10/28/2016,11/29/2016,1,23,23,24,FALSE
303,29,TRUE,TRUE,TRUE,Consulting,FALSE,98,19,FALSE,0.098723673,0.125034264,11/18/2016,11/18/2016,12/20/2016,1,23,23,23,FALSE
304,132,TRUE,TRUE,FALSE,Professional Services,TRUE,72,4,TRUE,0.238477318,0.106820405,8/2/2017,8/16/2017,8/31/2017,11,12,22,25,TRUE
305,20,TRUE,TRUE,FALSE,Professional Services,TRUE,59,4,FALSE,0.110101868,0.1360803,3/30/2017,4/11/2017,4/29/2017,9,14,22,20,TRUE
306,20,TRUE,TRUE,FALSE,Managed Team,TRUE,73,13,TRUE,0.214366042,0.15352746,5/26/2017,5/31/2017,6/26/2017,4,19,22,13,TRUE
307,86,TRUE,TRUE,TRUE,Consulting,FALSE,79,13,FALSE,0.107201087,0.1332642,10/16/2017,10/19/2017,11/14/2017,4,19,22,31,TRUE
308,145,FALSE,TRUE,FALSE,Professional Services,FALSE,97,12,FALSE,0.090266759,0.116824229,3/16/2015,3/18/2015,4/14/2015,3,20,22,15,FALSE
309,56,FALSE,FALSE,FALSE,Professional Services,FALSE,63,12,TRUE,0.106612055,0.106820405,3/30/2015,4/1/2015,4/28/2015,3,20,22,17,FALSE
310,33,FALSE,TRUE,FALSE,Software,FALSE,39,13,FALSE,0.114812036,0.140652966,5/16/2015,5/18/2015,6/16/2015,1,22,22,24,FALSE
311,61,FALSE,TRUE,FALSE,Consulting,FALSE,73,16,FALSE,0.10010332,0.126373635,10/21/2015,10/21/2015,11/19/2015,1,22,22,16,FALSE
312,115,FALSE,FALSE,FALSE,Consulting,FALSE,82,19,TRUE,0.138227765,0.109274924,11/2/2015,11/2/2015,12/1/2015,1,22,22,23,FALSE
313,86,TRUE,TRUE,TRUE,Consulting,FALSE,44,19,FALSE,0.114128704,0.139989582,12/8/2015,12/8/2015,1/6/2016,1,22,22,14,FALSE
314,3,FALSE,FALSE,FALSE,Professional Services,FALSE,50,12,FALSE,0.099095405,0.125395144,1/25/2016,1/25/2016,2/23/2016,1,22,22,16,FALSE
315,27,FALSE,TRUE,FALSE,Professional Services,FALSE,47,3,FALSE,0.096378478,0.122757531,3/18/2016,3/18/2016,4/18/2016,1,22,22,18,FALSE
316,132,TRUE,TRUE,FALSE,Professional Services,FALSE,86,4,FALSE,0.183511478,0.207346893,4/26/2016,4/26/2016,5/25/2016,1,22,22,10,FALSE
317,20,TRUE,TRUE,FALSE,Professional Services,TRUE,30,19,TRUE,0.234559928,0.211768233,5/12/2016,5/12/2016,6/10/2016,1,22,22,9,FALSE
318,61,FALSE,TRUE,FALSE,Professional Services,FALSE,25,11,FALSE,0.09142815,0.117951716,11/30/2016,11/30/2016,12/29/2016,1,22,22,23,FALSE
319,29,TRUE,TRUE,TRUE,Consulting,TRUE,99,4,TRUE,0.181514236,0,12/19/2016,12/19/2016,1/17/2017,1,22,22,21,FALSE
320,20,TRUE,TRUE,FALSE,Managed Team,TRUE,30,19,TRUE,0.48810016,0.211017403,1/16/2017,1/16/2017,2/14/2017,1,22,22,10,FALSE
321,29,TRUE,TRUE,TRUE,Consulting,TRUE,115,20,TRUE,0.119447895,0.12188704,6/2/2017,6/27/2017,6/30/2017,18,4,21,15,TRUE
322,4,FALSE,FALSE,FALSE,Professional Services,FALSE,12,26,FALSE,0.083078109,0.109845434,6/23/2017,7/11/2017,7/21/2017,13,9,21,18,TRUE
323,29,TRUE,TRUE,TRUE,Consulting,TRUE,110,15,FALSE,0.092538974,0.119030112,10/16/2017,10/21/2017,11/13/2017,5,16,21,32,TRUE
324,36,FALSE,TRUE,TRUE,Consulting,TRUE,59,4,FALSE,0.114128704,0.139989582,3/30/2017,4/6/2017,4/27/2017,6,16,21,18,TRUE
325,9,FALSE,FALSE,FALSE,Professional Services,TRUE,27,13,FALSE,0.146846629,0.171752386,5/25/2017,6/1/2017,6/22/2017,6,16,21,13,TRUE
326,20,TRUE,TRUE,FALSE,Managed Team,TRUE,73,13,TRUE,0.327876604,0.21555662,7/11/2017,7/16/2017,8/8/2017,4,17,21,18,TRUE
327,86,TRUE,TRUE,TRUE,Professional Services,FALSE,59,4,FALSE,0.134628657,0.159891088,2/3/2015,2/5/2015,3/3/2015,3,19,21,11,FALSE
